interaction_id,customer_id,interaction_timestamp,interaction_type,agent_id,subject,notes,outcome,sentiment
835,199,2024-11-02 02:32:32.088002,Complaint,1505,Complaint regarding account services,Nearly bring development term back like increase game stop.,Pending,Neutral
836,147,2024-05-12 15:50:03.417848,Call,1420,,Would site spend next parent shake themselves arrive choose wide.,Escalated,Negative
837,122,2025-02-04 06:59:14.350177,Email,1630,Email regarding account services,Group person traditional draw structure decide actually just.,No Response,Neutral
838,12,2025-12-18 08:43:25.573383,Call,1509,Call regarding account services,Entire others production company food seek let country if office increase.,Resolved,Positive
839,284,2024-05-29 15:46:16.121234,Email,1925,Email regarding account services,First laugh she green rest win father specific statement mother work follow result.,Pending,Neutral
840,227,2025-05-14 08:06:52.039162,Email,1406,Email regarding account services,Religious staff half bit understand standard fire item throw.,Pending,Neutral
841,56,2024-11-27 23:11:08.659715,Email,1471,Email regarding account services,Least expert inside year power art including tend wrong across part dark same yeah.,Resolved,Positive
842,150,2025-02-01 09:59:35.006459,Email,1580,,Concern machine meeting into eat personal second tonight heavy.,Pending,Negative
843,56,2025-10-10 08:12:22.925332,Call,1173,Call regarding account services,Character feel will growth everything fly approach baby tell them reveal table voice point I movement account policy.,Follow-up Needed,Negative
844,119,2025-09-12 06:17:36.734434,Call,1278,Call regarding account services,Less help professor section hope claim upon memory place oil.,Resolved,Positive
845,289,2025-03-08 02:27:10.422787,Call,1558,Call regarding account services,Well young plan agency range general year light serious sell reason.,Resolved,
846,47,2026-03-15 06:19:55.008231,Call,,Call regarding account services,Truth someone choice rich week bed some white value reduce cause.,Escalated,Negative
847,214,2026-02-05 09:29:59.633730,Email,1948,Email regarding account services,Control drive often test believe maybe ever happy ask much clearly much morning two dream.,Pending,Neutral
848,257,2025-12-31 23:16:37.160559,Branch Visit,1916,,I agreement toward citizen character little for few partner final land spend national herself.,Escalated,Negative
849,52,2025-10-21 20:51:19.727808,Branch Visit,1210,Branch Visit regarding account services,Research pressure begin challenge school happen modern common music trade finish factor person fear hit rate model their.,Escalated,Negative
850,159,2025-05-16 15:46:25.517677,Call,1948,Call regarding account services,Name computer our prepare face level themselves degree decide however each system family among.,Escalated,Neutral
851,154,2026-02-26 03:34:27.703754,Email,1324,Email regarding account services,Method add war red if participant middle special situation property example.,No Response,Neutral
852,123,2025-10-31 22:56:30.569111,Call,1567,Call regarding account services,Effect present development young alone wall article week better include shoulder it.,Resolved,Positive
853,179,2024-10-07 16:31:11.171443,Branch Visit,1290,Branch Visit regarding account services,Fill face able player law trial table her clear offer away study plant memory.,Resolved,Positive
854,209,2024-12-25 23:11:03.125537,Call,1561,Call regarding account services,Section science so consumer hope accept industry adult billion energy process current stop person training.,Resolved,
855,250,2024-06-27 09:41:14.451687,Branch Visit,1737,Branch Visit regarding account services,Everyone who indicate phone nation explain would them determine still training issue argue.,Escalated,Neutral
856,30,2024-07-11 02:54:22.724895,Chat,1031,Chat regarding account services,Similar occur get sea suggest add baby attack understand reach series pattern.,Resolved,Positive
857,230,2025-07-17 11:00:03.765683,Complaint,1653,Complaint regarding account services,Wrong police see subject its behind must doctor.,Resolved,Positive
858,22,2024-06-18 14:37:44.446712,Call,1084,,Effort offer first eight special color try term reason.,Resolved,
859,53,2024-07-29 07:23:08.250328,Branch Visit,1897,,Star conference when too authority skill Congress meeting.,Escalated,
860,257,2024-06-30 18:13:44.309648,Email,1737,Email regarding account services,Their natural build spring indicate involve free animal foreign arm say would career seek outside discuss.,Resolved,Positive
861,168,2024-09-17 22:10:29.954744,Email,1887,Email regarding account services,,,Neutral
862,191,2024-09-06 21:30:48.519467,Complaint,1911,Complaint regarding account services,Great decision once entire successful no ground modern course world mission policy start explain in.,Resolved,Positive
863,272,2025-07-08 10:04:14.852157,Call,1606,Call regarding account services,Floor after window senior evening provide talk produce free agree fire news treat level color arrive appear.,Escalated,Neutral
864,15,2025-05-13 13:34:54.451225,Email,,Email regarding account services,Nothing reality likely machine edge research ahead report ground month threat reach.,Resolved,Positive
865,65,2024-11-17 04:20:00.292819,Call,1805,Call regarding account services,Senior long sit out if watch kind despite her around factor think like billion according black ability.,Follow-up Needed,Neutral
866,115,2025-03-22 11:16:59.521419,Email,1023,Email regarding account services,Green tax so question one example fill ok similar bring adult.,No Response,Negative
867,75,2024-11-16 11:46:14.784124,Email,1099,Email regarding account services,Health ready issue night water very describe scientist interview hundred model least change strong network eat.,Resolved,Positive
868,177,2024-10-02 22:44:48.648812,Call,1936,Call regarding account services,Stop water discover party activity what several group outside career recently support among president word could outside next life.,Follow-up Needed,Negative
869,184,2024-04-12 12:07:12.417160,Call,1915,Call regarding account services,Effect special major rest lay forget road cut thank.,Follow-up Needed,Neutral
870,23,2024-10-08 15:58:30.920620,Call,1084,Call regarding account services,Well always work learn attack financial statement hope team offer watch do his sister all customer reach again.,Follow-up Needed,Negative
871,263,2025-01-08 17:03:31.406179,Call,1287,Call regarding account services,Benefit anything tend after special relationship market this investment police three all talk treatment source today me society.,Resolved,Positive
872,166,2024-05-10 09:06:35.524959,Email,1821,Email regarding account services,Well office beyond floor leg discuss easy shake budget enough teacher keep new research last.,Resolved,Positive
873,41,2024-12-27 17:00:12.886353,Branch Visit,1465,Branch Visit regarding account services,Reason near at why subject only brother support serve perhaps summer meeting treatment clearly officer purpose.,Escalated,Neutral
874,15,2024-04-09 07:38:39.825678,Complaint,1393,Complaint regarding account services,Factor rest girl yourself sing then cover require article some Democrat tonight data morning happy idea management.,Pending,Neutral
875,150,2025-09-21 07:30:59.502046,Call,1367,Call regarding account services,Effort report suggest even figure above second even six hard and draw.,Follow-up Needed,
876,223,2025-09-03 04:53:24.716240,Complaint,1401,Complaint regarding account services,Why American shoulder parent city in scientist computer no product form society child.,Pending,Neutral
877,91,2024-09-26 08:48:32.240273,Email,1926,Email regarding account services,Represent office scientist chance tell boy system turn lose crime in piece theory yeah knowledge vote meet structure.,No Response,Neutral
878,17,2025-07-21 16:12:29.076768,Chat,1994,,Western machine at art red could only receive great research area involve.,,
879,25,2025-05-03 05:38:27.871397,Call,1108,Call regarding account services,Research ability play little up red either white citizen help soldier.,,Neutral
880,221,2026-01-08 03:46:49.942510,Email,1101,Email regarding account services,Radio suggest let challenge simply a book choose language year same light keep defense whatever.,Pending,Negative
881,231,2025-09-28 09:33:57.944009,Email,,Email regarding account services,Yourself learn notice parent age family memory pick main rest left.,Resolved,Positive
882,240,2025-12-01 00:44:41.316147,Email,1476,Email regarding account services,Alone scene find week how worker discussion at member yet evening lot friend approach executive southern.,No Response,Neutral
883,101,2026-03-08 02:37:26.716475,Chat,1693,Chat regarding account services,Radio job again really blue report reflect allow spend.,Pending,Neutral
884,65,2024-09-25 10:46:33.050893,Branch Visit,1027,Branch Visit regarding account services,That likely behavior career society public spring Republican himself itself wife expert above doctor play everyone physical present reality.,Resolved,Positive
885,68,2024-08-30 01:40:58.111799,Email,1251,Email regarding account services,Red war may its available nearly activity network attack wish mind well.,Resolved,Positive
886,70,2024-08-31 18:24:53.871392,Call,1154,Call regarding account services,,Resolved,Positive
887,255,2024-04-16 19:57:15.109847,Email,1085,,,Resolved,Positive
888,290,2024-11-05 13:21:55.329779,Call,1929,Call regarding account services,Alone possible friend generation hand lot seven onto.,Escalated,Neutral
889,133,2024-05-15 15:22:07.517172,Email,1105,Email regarding account services,Customer there economy free at without lawyer cup she economy test morning after at year institution city culture.,No Response,
890,16,2025-01-05 05:42:02.849960,Call,1834,Call regarding account services,Baby chance record trouble show eat speech camera push energy these last scientist member woman.,Follow-up Needed,
891,144,2025-08-08 04:49:30.511384,Call,1323,Call regarding account services,Old kind past movement analysis style over whose economy language so.,Resolved,Positive
892,271,2026-01-20 12:39:51.703070,Chat,1451,Chat regarding account services,Special thus middle maintain unit economic road miss adult middle.,Pending,Negative
893,3,2024-03-30 03:42:34.348677,Email,1981,Email regarding account services,Among building administration describe Republican agent yes need scientist reason throw fund wonder report game political result.,Pending,Negative
894,214,2025-05-27 09:17:48.342786,Branch Visit,1728,,Play which sing yourself best reduce nothing individual.,Escalated,Negative
895,57,2024-07-16 21:10:38.582135,Call,,Call regarding account services,Town while stop simply certain boy relationship right get model couple since appear.,Escalated,Negative
896,291,2025-03-28 10:38:54.976509,Call,1474,Call regarding account services,Situation enjoy top right out suggest home technology chance each bad successful seat hard why government resource the.,Follow-up Needed,Neutral
897,125,2025-03-15 02:10:45.205028,Complaint,,Complaint regarding account services,Place decision experience offer generation arm dog may push how power huge goal more century right usually.,,Positive
898,7,2025-12-29 21:15:49.508070,Branch Visit,1404,Branch Visit regarding account services,Suggest age you year throw without need majority effort true.,Escalated,
899,14,2025-07-23 12:07:38.429526,Call,1841,Call regarding account services,Hair style single majority fly however mean actually follow mean office fine who million hard plant understand subject.,Resolved,Positive
900,105,2025-04-12 21:28:56.597732,Complaint,1770,,Nation member operation address partner health party concern professor our special weight itself clear drive much bar community.,Resolved,Positive
